Unnamed: 0,user,tweet,s,v,p,time,sentiment clause,chinese frame net,sentiment,sentiment cause,subject sentiment,subject sentiment cause,subject sentiment clause,tweet_id
9077,mason_bin,手底下一个经理觉得合作方态度有问题，直接打电话把对方总监一顿臭骂更离谱还人生攻击，结果人家打电话过来兴师问罪……妈的我现在有一种自己家孩子学校犯错，老师要叫家长的感觉。#算了给人道歉去,经理,骂,对方总监,4/27/16 9:04,,,neutral,,neutral,,,15095
9078,mason_bin,手底下一个经理觉得合作方态度有问题，直接打电话把对方总监一顿臭骂更离谱还人生攻击，结果人家打电话过来兴师问罪……妈的我现在有一种自己家孩子学校犯错，老师要叫家长的感觉。#算了给人道歉去,经理,打电话,,4/27/16 9:04,,,neutral,,neutral,,,15095
9079,mason_bin,手底下一个经理觉得合作方态度有问题，直接打电话把对方总监一顿臭骂更离谱还人生攻击，结果人家打电话过来兴师问罪……妈的我现在有一种自己家孩子学校犯错，老师要叫家长的感觉。#算了给人道歉去,人家,兴师问罪,,4/27/16 9:04,,,neutral,,neutral,,,15095
9088,mason_bin,杭州房价疯了。刚约了房东坐下来谈价钱，人家直接说不卖了，反正要涨价，涨了反正你也不乐意买，所以干脆不卖给你了。,房东,说,不卖了，反正要涨价，涨了反正你也不乐意买，所以干脆不卖给你了,9/16/16 3:01,,,neutral,,neutral,,,11762
9119,mason_bin,在星巴克看书，陌生姑娘走过来说想在我对面坐，要给她手机充电。#感觉心脏扑通扑通的,姑娘,过来,,10/9/15 12:35,,,neutral,,neutral,,,24181
9120,mason_bin,在星巴克看书，陌生姑娘走过来说想在我对面坐，要给她手机充电。#感觉心脏扑通扑通的,姑娘,说,想在我对面坐，要给她手机充电,10/9/15 12:35,,,positive,感觉心脏扑通扑通的,neutral,,,24181
9128,mason_bin,电梯门口有姑娘在招呼我背后的什么人：“唉，妈！”我想好巧，这应该是看到自己母亲给送棉大衣来了。回头一看，并没有妈妈级别的人在，反而有另外一个姑娘在回应。哦，我明白了，她应该说的是Emma。,另外一个姑娘,回应,,1/26/16 2:06,,,neutral,,neutral,,,14766
9130,mason_bin,电梯门口有姑娘在招呼我背后的什么人：“唉，妈！”我想好巧，这应该是看到自己母亲给送棉大衣来了。回头一看，并没有妈妈级别的人在，反而有另外一个姑娘在回应。哦，我明白了，她应该说的是Emma。,姑娘,招呼,“唉，妈！”,1/26/16 2:06,,,neutral,,neutral,,,14766
9152,mason_bin,想起之前有同事说起，说一家外包公司早好几年就给深圳交管局写好了摇号抽签的系统，就等上线了。#这么久没回归测试还能跑起来么,同事,说,一家外包公司早好几年就给深圳交管局写好了摇号抽签的系统，就等上线了,12/29/14 9:56,,,neutral,,neutral,,,28397
9205,mason_bin,OSX的迁移助理居然连支付宝的数字证书都迁移过来了……,OSX的迁移助理,迁移,支付宝的数字证书,8/5/14 9:43,,,neutral,,neutral,,,6726
9206,mason_bin,我爸酒驾被抓拘留7天……一把年纪了，进去思考人生倒是好事，千万别把身体弄坏了，唉。,我爸,被抓,,12/8/15 11:19,,,neutral,,negative,被抓,,27084
9207,mason_bin,我爸酒驾被抓拘留7天……一把年纪了，进去思考人生倒是好事，千万别把身体弄坏了，唉。,我爸,酒驾,,12/8/15 11:19,,,neutral,,negative,酒驾,,27084
9212,mason_bin,好羡慕你们这些可以在星巴克优雅的用刀叉吃面包的人，我为什么吃得满桌子面包屑！,你们,吃,面包,8/17/15 0:27,,,neutral,,neutral,,,18413
9213,mason_bin,好羡慕你们这些可以在星巴克优雅的用刀叉吃面包的人，我为什么吃得满桌子面包屑！,你们,在,星巴克,8/17/15 0:27,,,neutral,,neutral,,,18413
9214,mason_bin,好羡慕你们这些可以在星巴克优雅的用刀叉吃面包的人，我为什么吃得满桌子面包屑！,你们,用,刀叉,8/17/15 0:27,,,neutral,,neutral,,,18413
9215,mason_bin,刚有一个挺正直的哥们找我借钱，二话不说就把钱借他了，给他钱还开玩笑的说：“可别拿去炒股哟”。人家说：“为啥？今天跌了，想补一点”。唉，我觉得我对他的信任被透支了。,哥们,找,我,5/5/15 7:02,,,neutral,,neutral,,,18408
9219,mason_bin,刚有一个挺正直的哥们找我借钱，二话不说就把钱借他了，给他钱还开玩笑的说：“可别拿去炒股哟”。人家说：“为啥？今天跌了，想补一点”。唉，我觉得我对他的信任被透支了。,哥们,说,“为啥？今天跌了，想补一点”,5/5/15 7:02,,,negative,信任被透支,neutral,,,18408
9222,mason_bin,刚有一个挺正直的哥们找我借钱，二话不说就把钱借他了，给他钱还开玩笑的说：“可别拿去炒股哟”。人家说：“为啥？今天跌了，想补一点”。唉，我觉得我对他的信任被透支了。,哥们,借,钱,5/5/15 7:02,,,neutral,,neutral,,,18408
9237,mason_bin,停用了朋友圈貌似没用，别人还是可以看到我之前发的照片。于是我手工一张一张删除，一段话一段话删除，终于清空了朋友圈了。甚好，离这个劣质内容的容器远了些。,别人,看到,之前发的照片,3/17/15 6:34,,,neutral,,neutral,,,10846
9271,mason_bin,一个小伙子正跟女伴视频聊天，特别之处在于他们都（或者其中一位）是聋哑人，他们正用手语在视频交流。感谢这个时代，才让这种交流成为可能。,小伙子,聊天,,1/9/17 11:08,,,neutral,,neutral,,,10934
9272,mason_bin,一个小伙子正跟女伴视频聊天，特别之处在于他们都（或者其中一位）是聋哑人，他们正用手语在视频交流。感谢这个时代，才让这种交流成为可能。,小伙子,跟,女伴,1/9/17 11:08,,,neutral,,neutral,,,10934
9273,mason_bin,一个小伙子正跟女伴视频聊天，特别之处在于他们都（或者其中一位）是聋哑人，他们正用手语在视频交流。感谢这个时代，才让这种交流成为可能。,小伙子,视频,女伴,1/9/17 11:08,,,neutral,,neutral,,,10934
9280,mason_bin,老子一时兴起，特意找地方在吃美式大餐，以为自己逼格满满。结果涌进来一帮学生仔，搞得我以为自己在避风塘了！,学生仔,进来,,6/26/16 10:42,,,neutral,,neutral,,,17290
9289,mason_bin,刚才有个多年未联系的老友打电话过来，第一句是问：咦，你怎么还用北京号？（前情提要，我在北京12年之后于去年来了深圳。）我说，尼玛要不然你怎么会联系到我？！#这到底是想联系我还是不想联系我,老友,打电话,,2/3/15 9:55,,,neutral,,neutral,,,27497
9291,mason_bin,刚才有个多年未联系的老友打电话过来，第一句是问：咦，你怎么还用北京号？（前情提要，我在北京12年之后于去年来了深圳。）我说，尼玛要不然你怎么会联系到我？！#这到底是想联系我还是不想联系我,老友,问,咦，你怎么还用北京号,2/3/15 9:55,,,neutral,,neutral,,,27497
9295,mason_bin,@iberyllos我觉得你太聪明了买光盘版的，我买了下载版结果玩了1个小时看了攻略才搞定第一个小怪……卖都没法卖啊,iberyllos,买,光盘版,5/7/15 7:34,,,neutral,,neutral,,,10835
9330,mason_bin,@jyrnan胖叔你到底是什么样的生活，学英语，锻炼，学Python。感觉你这是财务自由之后的生活呀。,jyrnan,学,英语,4/26/17 1:24,,,neutral,,neutral,,,5203
9331,mason_bin,@jyrnan胖叔你到底是什么样的生活，学英语，锻炼，学Python。感觉你这是财务自由之后的生活呀。,jyrnan,学,Python,4/26/17 1:24,,,neutral,,neutral,,,5203
9332,mason_bin,@jyrnan胖叔你到底是什么样的生活，学英语，锻炼，学Python。感觉你这是财务自由之后的生活呀。,jyrnan,锻炼,,4/26/17 1:24,,,neutral,,neutral,,,5203
9361,mason_bin,@YshuW赞赏你们的自拍而已……,YshuW,自拍,,10/10/15 14:14,,,positive,赞赏,neutral,,,10547
9375,mason_bin,毕业10年，学校校庆让班级捐款，微信群里催了一礼拜，我都不准备捐。对学校没啥感情没啥归属感。,学校,催,,4/1/16 2:09,,,neutral,,neutral,,,20574
9376,mason_bin,毕业10年，学校校庆让班级捐款，微信群里催了一礼拜，我都不准备捐。对学校没啥感情没啥归属感。,学校,用,微信群,4/1/16 2:09,,,neutral,,neutral,,,20574
9377,mason_bin,毕业10年，学校校庆让班级捐款，微信群里催了一礼拜，我都不准备捐。对学校没啥感情没啥归属感。,学校,让,班级捐款,4/1/16 2:09,,,neutral,,neutral,,,20574
9379,mason_bin,在星巴克坐着，旁边有两个年轻小伙应该是聋哑人，在用手语对话，越说越激动，手势幅度越舞越大，然而还是安安静静的。再大的争吵也能保持安静，真好。,两个年轻小伙,对话,,10/5/16 5:26,,,neutral,,neutral,,,28952
9401,mason_bin,中秋要回老婆娘家过节，由于好久没回了，丈母娘很慎重对待，刚才打电话给老婆问我们要睡硬枕头还是软枕头……#太体贴了,丈母娘,问,我们要睡硬枕头还是软枕头,9/2/14 8:28,,,positive,太体贴了,neutral,,,15662
9402,mason_bin,中秋要回老婆娘家过节，由于好久没回了，丈母娘很慎重对待，刚才打电话给老婆问我们要睡硬枕头还是软枕头……#太体贴了,丈母娘,打电话,,9/2/14 8:28,,,neutral,,neutral,,,15662
9410,mason_bin,@amon1991贾老师你居然在深圳，约吃饭吧！,贾老师,在,深圳,3/29/16 6:45,,,neutral,,neutral,,,26394
9456,mason_bin,从我上班第一天领导就让我用日期来命名RT@MapleObserver:最终稿.PSD最终稿2版.PSD……最终稿基于最早版本微调.PSD最终稿再改我是小狗.PSD最终稿汪汪汪.PSD最终稿再改我不干了.PSD最终稿没有勇气.PSD最终稿笑着活下去.PSD,领导,让,用日期来命名,2/24/17 7:52,,,neutral,,neutral,,,24559
9457,mason_bin,从我上班第一天领导就让我用日期来命名RT@MapleObserver:最终稿.PSD最终稿2版.PSD……最终稿基于最早版本微调.PSD最终稿再改我是小狗.PSD最终稿汪汪汪.PSD最终稿再改我不干了.PSD最终稿没有勇气.PSD最终稿笑着活下去.PSD,领导,让,mason_bin,2/24/17 7:52,,,neutral,,neutral,,,24559
9496,mason_bin,坐了一晚上火车，想起大学时和彼时女友（高中同学）放假回老家，并排坐硬座，她比我矮半个头，把脑袋依靠我肩上小睡，我侧过去把脸颊靠在她头顶也昏沉睡去。那时候就想，原来两个人可以这么合适的姿势互相依靠的呀。,女友,依靠,我肩上,4/1/16 22:23,,,neutral,,neutral,,,26930
9499,mason_bin,坐了一晚上火车，想起大学时和彼时女友（高中同学）放假回老家，并排坐硬座，她比我矮半个头，把脑袋依靠我肩上小睡，我侧过去把脸颊靠在她头顶也昏沉睡去。那时候就想，原来两个人可以这么合适的姿势互相依靠的呀。,女友,小睡,,4/1/16 22:23,,,neutral,,neutral,,,26930
9500,mason_bin,说起来这事真丢人。初二出去喝酒喝大了，同性的哥们酒后发飙把我眼镜砸了，我的度数需要定制一个礼拜，搞得到现在都是雾里看花。等会儿火车回深圳，不知道会不会眼花一轱辘发哈尔滨去。,哥们,发飙,,2/12/16 10:24,,,negative,丢人,negative,发飙,,30467
9503,mason_bin,说起来这事真丢人。初二出去喝酒喝大了，同性的哥们酒后发飙把我眼镜砸了，我的度数需要定制一个礼拜，搞得到现在都是雾里看花。等会儿火车回深圳，不知道会不会眼花一轱辘发哈尔滨去。,同性的哥们,砸,眼镜,2/12/16 10:24,,,negative,丢人,neutral,,,30467
9517,mason_bin,之前积攒了一堆pdf电子书想要淘宝找个打印店打成纸书看，发给对方报了价之后发觉跟直接买印刷版也差不多，于是作罢。结束对话时有一瞬间，我在想，卖家是不是得把pdf文件还给我？……,对方,报,价,11/5/14 2:14,,,neutral,,neutral,,,31501
9537,mason_bin,@songma老师批评得对...俺去反省下😭,老师,批评,mason_bin,8/19/16 4:57,,,negative,老师批评得对...俺去反省下,neutral,,,27584
9562,mason_bin,老婆说要去考研，感觉一年后我就要跟学生妹一起生活了。,老婆,说,要去考研,8/2/15 15:17,,,neutral,,neutral,,,30972
9580,mason_bin,今天在08年待过的一个公司群里了解到一个同事生了白血病在募捐，这个人我离职时候他还没入职，但是巧的是他负责的系统是我亲自从零开始搭起来的，感觉冥冥中有道线连在一起了。捐了500。,同事,负责,系统,10/29/15 11:18,,,neutral,,neutral,,,27558
9583,mason_bin,目睹了一个姑娘在星巴克搭讪一个日本人的全过程，感觉恨不得整个人都粘上去了，现在两人一起走了，真想知道后面会发生什么样有趣的故事。,两人,走,,5/15/16 10:28,,,neutral,,neutral,,,17404
9585,mason_bin,目睹了一个姑娘在星巴克搭讪一个日本人的全过程，感觉恨不得整个人都粘上去了，现在两人一起走了，真想知道后面会发生什么样有趣的故事。,姑娘,搭讪,日本人,5/15/16 10:28,,,neutral,,neutral,,,17404
9586,mason_bin,目睹了一个姑娘在星巴克搭讪一个日本人的全过程，感觉恨不得整个人都粘上去了，现在两人一起走了，真想知道后面会发生什么样有趣的故事。,姑娘,在,星巴克,5/15/16 10:28,,,neutral,,neutral,,,17404
9587,mason_bin,目睹了一个姑娘在星巴克搭讪一个日本人的全过程，感觉恨不得整个人都粘上去了，现在两人一起走了，真想知道后面会发生什么样有趣的故事。,日本人,在,星巴克,5/15/16 10:28,,,neutral,,neutral,,,17404
9598,mason_bin,领导是香港人，普通话不准，开会时候说：“我让你这么做是有阴谋的，bulabula”。我听成了：“我让你这么做是有阴毛的”...,领导,说,“我让你这么做是有阴谋的，bulabula”,8/14/14 2:36,,,neutral,,neutral,,,8792
9614,mason_bin,去了趟南山图书馆，想找个地方看书学习，结果里面一堆学生仔，本就不多的自习桌占得满满当当。一怒之下找了个星巴克，空调足咖啡香还有环境白噪音，不知道比图书馆高到哪里去了。,学生仔,占,自习桌,5/29/16 2:57,怒,,negative,一怒之下找了个星巴克,neutral,,,33084
9623,mason_bin,刷@HondaJOJO的Instagram，看到不二和别人用日语在评论里愉快的聊天，深深感慨果然国民美少女不是很简单就能成名的。,不二,和,别人,2/2/16 8:56,,,neutral,,neutral,,,25689
9625,mason_bin,刷@HondaJOJO的Instagram，看到不二和别人用日语在评论里愉快的聊天，深深感慨果然国民美少女不是很简单就能成名的。,不二,聊天,,2/2/16 8:56,,,neutral,,positive,愉快,,25689
9646,mason_bin,跟我爸吵了一架。他非说味精是不好的不能吃，我从果壳网上找了一篇科普文章，他也不信，反而认为是味精厂商的宣传稿，真的把我气坏了。他们已经完全不接受对自己的已有观念做任何的修正和完善了，只有自己知道的才是正确的，无论科学上有多么可笑。,我爸,说,味精是不好的不能吃,2/20/15 4:59,,,neutral,,neutral,,,19742
9654,mason_bin,老板出差了，下午没啥安排。准备抱着iPad去隔壁写字楼下面的星巴克看书去。,老板,出差,,6/14/17 5:38,,,neutral,,neutral,,,14115
9675,mason_bin,朋友圈里有个王八蛋在逛ChinaJoy，不停的po各种大奶黑丝照片……尼玛有种逛草榴的即视感。,朋友圈里有个王八蛋,逛,ChinaJoy,7/31/14 8:12,,,neutral,,neutral,,,29326
9676,mason_bin,朋友圈里有个王八蛋在逛ChinaJoy，不停的po各种大奶黑丝照片……尼玛有种逛草榴的即视感。,朋友圈里有个王八蛋,在,ChinaJoy,7/31/14 8:12,,,neutral,,neutral,,,29326
9677,mason_bin,朋友圈里有个王八蛋在逛ChinaJoy，不停的po各种大奶黑丝照片……尼玛有种逛草榴的即视感。,朋友圈里有个王八蛋,po,照片,7/31/14 8:12,,,neutral,,neutral,,,29326
9696,mason_bin,这次旅程最有意思的地方是在airbnb上找到了一艘船当住宿的地方。船主是个热情的中年妇女，说这艘船是她的家也是她的工作。,船主,说,这艘船是她的家也是她的工作,4/7/16 22:33,,,neutral,,neutral,,,9446
9728,mason_bin,一个哥们最近转行去搞孵化器和早期投资了，恰好刚离完婚，据说现在完全不愁女人，因为有大把的女创业者投怀送抱……我感觉三观又被刷新了。,哥们,搞,孵化器和早期投资,10/4/15 1:06,,,neutral,,neutral,,,8992
9729,mason_bin,一个哥们最近转行去搞孵化器和早期投资了，恰好刚离完婚，据说现在完全不愁女人，因为有大把的女创业者投怀送抱……我感觉三观又被刷新了。,哥们,离完婚,,10/4/15 1:06,,,neutral,,neutral,,,8992
9730,mason_bin,一个哥们最近转行去搞孵化器和早期投资了，恰好刚离完婚，据说现在完全不愁女人，因为有大把的女创业者投怀送抱……我感觉三观又被刷新了。,哥们,转行,,10/4/15 1:06,,,neutral,,neutral,,,8992
9815,mason_bin,@bfishadow啊！耳聋还能突发性？……大鱼老师保重。,大鱼老师,聋,,2/4/15 6:32,,,neutral,,negative,聋,,23344
9844,mason_bin,这位老兄喝大了，倚着路牌休息。地上吐了一大摊，裤子鞋上也沾污了。#啊生活,老兄,沾污,鞋上,5/20/17 13:38,,,neutral,,neutral,,,5136
9845,mason_bin,这位老兄喝大了，倚着路牌休息。地上吐了一大摊，裤子鞋上也沾污了。#啊生活,老兄,休息,,5/20/17 13:38,,,neutral,,neutral,,,5136
9846,mason_bin,这位老兄喝大了，倚着路牌休息。地上吐了一大摊，裤子鞋上也沾污了。#啊生活,老兄,倚着,路牌,5/20/17 13:38,,,neutral,,neutral,,,5136
9847,mason_bin,这位老兄喝大了，倚着路牌休息。地上吐了一大摊，裤子鞋上也沾污了。#啊生活,老兄,沾污,裤子,5/20/17 13:38,,,neutral,,neutral,,,5136
9848,mason_bin,这位老兄喝大了，倚着路牌休息。地上吐了一大摊，裤子鞋上也沾污了。#啊生活,老兄,吐,,5/20/17 13:38,,,neutral,,negative,吐,,5136
9849,mason_bin,这位老兄喝大了，倚着路牌休息。地上吐了一大摊，裤子鞋上也沾污了。#啊生活,老兄,喝,,5/20/17 13:38,,,neutral,,neutral,,,5136
9892,mason_bin,浑身奇痒了好几天，来看医生说是过敏引起的荨麻疹。看来是上上周末去英德游泳泡温泉遇到了什么奇怪的东西引起的。抽血验下过敏源。,医生,说,是过敏  引起  的荨麻疹,6/20/17 0:57,,,neutral,,neutral,,,22659
9900,mason_bin,又到了一年一度的万圣节，我国北方朋友们用一种非常传统而又富有现实意义的仪式来庆祝这一节日——吃饺子。,我国北方朋友们,吃,饺子,10/31/15 6:44,,,neutral,,neutral,,,31269
9925,mason_bin,中午被一个姑娘叫去吃饭，不仅没有吃带的爱心便当，也错过了午睡时间，又请了一顿很不美味的高价日料，内心感到很受伤，感觉亏大了。,姑娘,叫,mason_bin,4/15/15 6:25,,,neutral,,neutral,,,4712
9929,mason_bin,@yestyle这是蛇口那家？你跑的那么远来吃早茶呀,yestyle,吃,早茶,8/7/16 1:22,,,neutral,,neutral,,,17509
9934,mason_bin,截止到现在，我的朋友圈里只有一个人（包括被我屏蔽的）提到了乐天并且表示支持抵制。对此结果我表示满意。,我的朋友圈里只有一个人,提到,乐天,3/2/17 0:43,,,neutral,,neutral,,,19586
9935,mason_bin,截止到现在，我的朋友圈里只有一个人（包括被我屏蔽的）提到了乐天并且表示支持抵制。对此结果我表示满意。,我的朋友圈里只有一个人,表示,支持抵制,3/2/17 0:43,,,positive,对此结果我表示满意,neutral,,,19586
9936,mason_bin,公司网络屏蔽了所有视频流媒体，但是留下了网易云音乐。#网管有品位,网管,屏蔽,所有视频流媒体,8/8/14 8:42,,,neutral,,neutral,,,15543
9948,mason_bin,今天微信上加了两个附近的人，居然都通过了，可惜不知道怎么搭讪，加了也不知道说什么。#我好无聊,附近的人,通过,,7/19/15 9:32,,,neutral,,neutral,,,12881
9956,mason_bin,我爸跟我两个姨加起来超过160岁了，三个人决定组团走西北，今天刚到了兰州，准备10天时间一路杀到新疆喀纳斯……我突然之间很期待退休后的岁月。,我爸跟我两个姨,走,西北,6/2/15 6:38,,,neutral,,neutral,,,11530
9957,mason_bin,我爸跟我两个姨加起来超过160岁了，三个人决定组团走西北，今天刚到了兰州，准备10天时间一路杀到新疆喀纳斯……我突然之间很期待退休后的岁月。,我爸跟我两个姨,准备,10天时间一路杀到新疆喀纳斯,6/2/15 6:38,,,neutral,,neutral,,,11530
9958,mason_bin,我爸跟我两个姨加起来超过160岁了，三个人决定组团走西北，今天刚到了兰州，准备10天时间一路杀到新疆喀纳斯……我突然之间很期待退休后的岁月。,我爸跟我两个姨,到,兰州,6/2/15 6:38,,,neutral,,neutral,,,11530
9959,mason_bin,我爸跟我两个姨加起来超过160岁了，三个人决定组团走西北，今天刚到了兰州，准备10天时间一路杀到新疆喀纳斯……我突然之间很期待退休后的岁月。,我爸跟我两个姨,组团,,6/2/15 6:38,,,neutral,,neutral,,,11530
9966,mason_bin,半夜看斗鱼，主播正在大口吃海鲜。看得我好痛苦。,主播,吃,海鲜,12/28/16 14:34,痛苦,,negative,,neutral,,,30131
9990,mason_bin,本科同学集体在朋友圈感慨马云语录，一个个都觉得收获很大。国内顶尖高校的毕业生，居然对这种营销号摘抄的心灵鸡汤也是没有抵抗力，你国教育也是非常成功的了。,本科同学,感慨,马云语录,1/30/16 7:41,,,neutral,,positive,一个个都觉得收获很大,,11065
9991,mason_bin,本科同学集体在朋友圈感慨马云语录，一个个都觉得收获很大。国内顶尖高校的毕业生，居然对这种营销号摘抄的心灵鸡汤也是没有抵抗力，你国教育也是非常成功的了。,本科同学,在,朋友圈,1/30/16 7:41,,,neutral,,neutral,,,11065
10001,mason_bin,刚刚不到两个月的孩子死活不肯喝奶只大声哭，我一个人在家照顾得一集美剧都看不下去。实在逼急了，大声骂他：“操你妈你喝啊！”#好像哪里不对,孩子,哭,,7/12/15 13:38,,,neutral,,negative,哭,,6194
10019,mason_bin,老婆说上午去看看房子，现在已经在签约了。我到现在只看了几张照片…感觉好儿戏。,老婆,签约,,11/21/15 14:26,,,neutral,,neutral,,,18653
10020,mason_bin,老婆说上午去看看房子，现在已经在签约了。我到现在只看了几张照片…感觉好儿戏。,老婆,看,房子,11/21/15 14:26,,,neutral,,neutral,,,18653
10021,mason_bin,老婆说上午去看看房子，现在已经在签约了。我到现在只看了几张照片…感觉好儿戏。,老婆,说,去看看房子,11/21/15 14:26,,,neutral,,neutral,,,18653
10050,mason_bin,妈的，刚才走在路上有一个老娘们向我傻笑：“老板？老板？”吓到我马上穿上裤子就跑了。,老娘们,說,“老板？老板？”,8/8/14 14:45,,,neutral,,neutral,,,10365
10052,mason_bin,妈的，刚才走在路上有一个老娘们向我傻笑：“老板？老板？”吓到我马上穿上裤子就跑了。,老娘们,傻笑,,8/8/14 14:45,吓到,,negative,,neutral,,,10365
10063,mason_bin,尤记得吐槽君刚入职领一辆特斯拉的美景，想不到这么快就变故了……RT@NalaGinrut:一拍桌子让boss滚出去RT@TsukomiKun:操，离职！,吐槽君,入职,,6/14/16 9:13,,,neutral,,neutral,,,13298
10064,mason_bin,尤记得吐槽君刚入职领一辆特斯拉的美景，想不到这么快就变故了……RT@NalaGinrut:一拍桌子让boss滚出去RT@TsukomiKun:操，离职！,吐槽君,领,特斯拉,6/14/16 9:13,,,neutral,,neutral,,,13298
10088,mason_bin,我觉得生了孩子就四处发孩子照片的行为挺SB的。关键大部分婴儿真心长得不好看，加上拙劣的手机摄影技巧，使得照片毫无美感。夸太唯心，不理又不好意思。你发朋友圈就够了（反正我关掉了朋友圈），直接发我微信就有点太嘚瑟了。,你,发,微信,1/7/15 3:42,,,neutral,,neutral,,,6669
10089,mason_bin,我觉得生了孩子就四处发孩子照片的行为挺SB的。关键大部分婴儿真心长得不好看，加上拙劣的手机摄影技巧，使得照片毫无美感。夸太唯心，不理又不好意思。你发朋友圈就够了（反正我关掉了朋友圈），直接发我微信就有点太嘚瑟了。,你,发,孩子照片,1/7/15 3:42,,,negative,行为挺SB的,neutral,,,6669
10091,mason_bin,我觉得生了孩子就四处发孩子照片的行为挺SB的。关键大部分婴儿真心长得不好看，加上拙劣的手机摄影技巧，使得照片毫无美感。夸太唯心，不理又不好意思。你发朋友圈就够了（反正我关掉了朋友圈），直接发我微信就有点太嘚瑟了。,你,发,朋友圈,1/7/15 3:42,,,neutral,,neutral,,,6669
10144,mason_bin,说到深圳南山的房子，我一个同事刚刚卖了一套后海80平的房子，800万。他花300万在中山买了套别墅，现在打算买辆好车。他说之后在深圳都靠理财收益租房子住了，老了就去中山养老。,同事,买,别墅,3/5/16 6:40,,,neutral,,neutral,,,10730
10145,mason_bin,说到深圳南山的房子，我一个同事刚刚卖了一套后海80平的房子，800万。他花300万在中山买了套别墅，现在打算买辆好车。他说之后在深圳都靠理财收益租房子住了，老了就去中山养老。,同事,说,之后在深圳都靠理财收益租房子住了，老了就去中山养老,3/5/16 6:40,,,neutral,,neutral,,,10730
10146,mason_bin,说到深圳南山的房子，我一个同事刚刚卖了一套后海80平的房子，800万。他花300万在中山买了套别墅，现在打算买辆好车。他说之后在深圳都靠理财收益租房子住了，老了就去中山养老。,同事,卖,后海80平的房子,3/5/16 6:40,,,neutral,,neutral,,,10730
10147,mason_bin,说到深圳南山的房子，我一个同事刚刚卖了一套后海80平的房子，800万。他花300万在中山买了套别墅，现在打算买辆好车。他说之后在深圳都靠理财收益租房子住了，老了就去中山养老。,同事,花,300万,3/5/16 6:40,,,neutral,,neutral,,,10730
10151,mason_bin,我一个同事iPhone刚被黑了。我猜应该是密码被泄露，又没有开两步验证。贼人直接通过Apple用户中心把帐号邮箱(?!)、密码、安全问题什么的都给改了，手机锁定，现在问他要钱才肯解锁。我查了一圈，这种情况似乎无解。,贼人,改,帐号邮箱(?!)、密码、安全问题,1/1/16 12:33,,,neutral,,neutral,,,8292
10152,mason_bin,我一个同事iPhone刚被黑了。我猜应该是密码被泄露，又没有开两步验证。贼人直接通过Apple用户中心把帐号邮箱(?!)、密码、安全问题什么的都给改了，手机锁定，现在问他要钱才肯解锁。我查了一圈，这种情况似乎无解。,贼人,锁定,手机,1/1/16 12:33,,,neutral,,neutral,,,8292
10222,mason_bin,预感到今天晚上要傻逼了。今天推友推荐的香草冷萃咖啡劲真不小，脑子有点发懵的兴奋...看来很晚才能入睡了。,推友,推荐,香草冷萃咖啡,5/2/17 13:35,,,neutral,,neutral,,,17514
10253,mason_bin,刚刚一只狗路过，小伙子开始逗狗没看屏幕，急的屏幕里的姑娘不停大力挥手来引起注意😂#当然这并没有效RT@masonbin:一个小伙子正跟女伴视频聊天，特别之处在于他们都（或者其中一位）是聋哑人，他们正用手语在视频交流。感谢这个时代，才让这种交流成为可能。,小伙子,逗,狗,1/9/17 11:12,,,neutral,,neutral,,,18964
10255,mason_bin,刚刚一只狗路过，小伙子开始逗狗没看屏幕，急的屏幕里的姑娘不停大力挥手来引起注意😂#当然这并没有效RT@masonbin:一个小伙子正跟女伴视频聊天，特别之处在于他们都（或者其中一位）是聋哑人，他们正用手语在视频交流。感谢这个时代，才让这种交流成为可能。,屏幕里的姑娘,挥,手,1/9/17 11:12,,,neutral,,neutral,,,18964
10257,mason_bin,来做全麻的胃镜，护士问，家属来了吗？没来家属的话有危险，只能做不麻醉的。可怜我现在还在思考到底找谁来陪我。悲从中来。,护士,问,家属来了吗？没来家属的话有危险，只能做不麻醉的,10/2/16 0:18,,,negative,悲从中来,neutral,,,31454
10259,mason_bin,拿iPadpro画画的姑娘。,姑娘,拿,iPadpro,12/11/16 11:07,,,neutral,,neutral,,,19427
10260,mason_bin,拿iPadpro画画的姑娘。,姑娘,画画,,12/11/16 11:07,,,neutral,,neutral,,,19427
10261,mason_bin,天哪！刚才在车里用汽车音响外放听@ITgonglun，结果节目里@liruyi提到了一句“hey，siri”，然后我的iPhone的Siri被激活了！咱俩声音有这么像么？...,liruyi,提到,“hey，siri”,10/30/15 0:22,,,neutral,,neutral,,,6922
10266,mason_bin,家里有亲戚过年回家突然发现无论如何买不了机票了，打电话才发现因为几年前的一个官司，上了国家的信用黑名单，最高人民法院上都能查到记录。不仅飞机不能坐，高铁也不行，星级酒店也不能住。#讲真我觉得这事要推广#对违反规则者的放任就是对遵守规则者的嘲笑,亲戚,打电话,,1/24/16 14:50,,,neutral,,neutral,,,12128
10267,mason_bin,家里有亲戚过年回家突然发现无论如何买不了机票了，打电话才发现因为几年前的一个官司，上了国家的信用黑名单，最高人民法院上都能查到记录。不仅飞机不能坐，高铁也不行，星级酒店也不能住。#讲真我觉得这事要推广#对违反规则者的放任就是对遵守规则者的嘲笑,亲戚,发现,无论如何买不了机票了,1/24/16 14:50,,,neutral,,neutral,,,12128
